"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765128944-760,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Nike Air Max moto"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5658145_uploaded_image1_1764970934.jpg"""
"1765128944-761,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Adidas samba"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656549_uploaded_image1_1764883907.jpg"""
"1765128944-762,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Fendi"",""22 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656541_uploaded_image1_1764883603.jpg"""
"1765128944-763,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Nike nocta"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656544_uploaded_image1_1764883707.jpg"""
"1765128944-764,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Jordan 1"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656536_uploaded_image1_1764883328.jpg"""
"1765128944-765,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Louis vuitton"",""22 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656538_uploaded_image1_1764883544.jpg"""
"1765128944-766,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Louis vuitton skate"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656527_uploaded_image1_1764883123.jpg"""
"1765128944-767,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Dior cd"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656533_uploaded_image1_1764883235.jpg"""
"1765128944-768,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Asic Gel Nyc"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656524_uploaded_image1_1764883061.jpg"""
"1765128944-769,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Air force 1 montante"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656516_uploaded_image1_1764882787.jpg"""
"1765128944-770,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""New Balance"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656513_uploaded_image1_1764882662.jpg"""
"1765128944-771,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Jordan 3 rétro"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5658114_uploaded_image1_1764969274.jpg"""
"1765128944-772,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Air force 1"",""19 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656505_uploaded_image1_1764882446.jpg"""
"1765128944-773,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Jordan 3"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656508_uploaded_image1_1764882568.jpg"""
"1765128944-774,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""New Balance Fuel cell"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656501_uploaded_image1_1764882356.jpg"""
"1765128944-775,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Nike P6000"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656495_uploaded_image1_1764882253.jpg"""
"1765128944-776,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Air force 1"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656488_uploaded_image1_1764881966.jpg"""
"1765128944-777,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Nike TN"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656485_uploaded_image1_1764881869.jpg"""
"1765128944-778,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Timberland"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656479_uploaded_image1_1764881761.jpg"""
"1765128944-779,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Jordan 4 rétro"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656461_uploaded_image1_1764881200.jpg"""
"1765128944-780,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Saucony"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656454_uploaded_image1_1764880975.jpg"""
"1765128944-781,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Air Max 95"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656457_uploaded_image1_1764881079.jpg"""
"1765128944-782,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Sandale Dior alpha"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656452_uploaded_image1_1764880848.jpg"""
"1765128944-783,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Louis Vuitton"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656449_uploaded_image1_1764880744.jpg"""
"1765128944-784,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Asic 1130"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656446_uploaded_image1_1764880658.jpg"""
"1765128944-785,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets New Balance 740"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656445_uploaded_image1_1764880538.jpg"""
"1765128944-786,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Asic kayono 14"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656440_uploaded_image1_1764880329.jpg"""
"1765128944-787,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Asic kayono"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656438_uploaded_image1_1764880204.jpg"""
"1765128944-788,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures hommes"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5659092_uploaded_image1_1765032622.jpg"""
"1765128944-789,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures Berluti"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5659090_uploaded_image1_1765032457.jpg"""
"1765128944-790,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures  homme"",""12 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5658676_uploaded_image1_1765012272.jpg"""
"1765128944-791,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Nike Air Max 95"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5609154_uploaded_image1_1762451266.jpg"""
"1765128944-792,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Nike"",""12 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656286_uploaded_image1_1764873140.jpg"""
"1765128944-793,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures homme"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656226_uploaded_image1_1764870869.jpg"""
"1765128944-794,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures homme"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5654964_uploaded_image1_1764815249.jpg"""
"1765128944-795,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures  homme"",""20 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5654962_uploaded_image1_1764815112.jpg"""
"1765128944-796,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures homme"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5654945_uploaded_image1_1764813406.jpg"""
"1765128944-797,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Nocta"",""25 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5653847_uploaded_image1_1764763835.jpg"""
"1765128944-798,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures Louis Vuitton"",""25 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5653840_uploaded_image1_1764763564.jpg"""
"1765128944-799,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures Friperie"",""4 000CFA"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5647291_uploaded_image1_1764432742.jpg"""
"1765128944-800,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures avec chapeau"",""8 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5646405_uploaded_image1_1764371847.jpg"""
"1765128944-801,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures avec chapeau"",""8 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5646401_uploaded_image1_1764371645.jpg"""
"1765128944-802,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures  homme"",""10 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5642098_uploaded_image1_1764157446.jpg"""
"1765128944-803,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures  homme"",""10 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5640323_uploaded_image1_1764078277.jpg"""
"1765128944-804,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures  homme"",""12 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5640318_uploaded_image1_1764078147.jpg"""
"1765128944-805,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures  homme"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5640260_uploaded_image1_1764076783.jpg"""
"1765128944-806,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures  homme"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5640258_uploaded_image1_1764076664.jpg"""
"1765128944-807,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures  homme"",""25 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5640219_uploaded_image1_1764075154.jpg"""
"1765128944-808,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures homme"",""Prix sur demande"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5637204_uploaded_image1_1763926350.jpg"""
"1765128944-809,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Asics"",""12 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5630752_uploaded_image1_1763589625.jpg"""
"1765128944-810,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures en daim Zara"",""25 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5630025_uploaded_image1_1763560555.jpg"""
"1765128944-811,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Sandales homme"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5627951_uploaded_image1_1763472221.jpg"""
"1765128944-812,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures  homme"",""15 000CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5625915_uploaded_image1_1763379573.jpg"""
"1765128944-813,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures en cuir pour homme"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5624803_uploaded_image1_1763314804.jpg"""
"1765128944-814,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures  homme"",""12 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5623102_uploaded_image1_1763203756.jpg"""
"1765128944-815,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures Hugo Boss"",""25 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5622144_uploaded_image1_1763141369.jpg"""
"1765128944-816,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures homme"",""20 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5621182_uploaded_image1_1763077582.jpg"""
"1765128944-817,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Babouches  homme"",""10 000CFA"",""Point E, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5619673_uploaded_image1_1763023060.jpg"""
"1765128944-818,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Tapettes homme"",""15 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5618783_uploaded_image1_1762964858.jpg"""
"1765128944-819,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Babouches  homme"",""18 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5618775_uploaded_image1_1762964709.jpg"""
"1765128944-820,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Babouches  homme"",""10 000CFA"",""Point E, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5618698_uploaded_image1_1762962167.jpg"""
"1765128944-821,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Balenciaga"",""25 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5618425_uploaded_image1_1762956121.jpg"""
"1765128944-822,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Babouches  homme"",""10 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5616251_uploaded_image1_1762866056.jpg"""
"1765128944-823,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Babouches  homme"",""10 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5616009_uploaded_image1_1762860359.jpg"""
"1765128944-824,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets Nike"",""25 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5613411_uploaded_image1_1762726719.jpg"""
"1765128944-825,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Sandale Orthopédique Birkenstock"",""29 500CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5569336_uploaded_image1_1760194310.jpg"""
"1765128944-826,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures en cuir"",""16 000CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5610456_uploaded_image1_1762521928.jpg"""
"1765128944-827,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Sneakers homme"",""15 000CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5610449_uploaded_image1_1762521706.jpg"""
"1765128944-828,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures  homme"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5610109_uploaded_image1_1762509011.jpg"""
"1765128944-829,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures hommes"",""25 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5609232_uploaded_image1_1762455930.jpg"""
"1765128944-830,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures homme"",""25 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5609229_uploaded_image1_1762455773.jpg"""
"1765128944-831,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures homme"",""13 500CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5608889_uploaded_image1_1762441070.jpg"""
"1765128944-832,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures  homme"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5608405_uploaded_image1_1762426274.jpg"""
"1765128944-833,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures  homme"",""1 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5608086_uploaded_image1_1762416663.jpg"""
"1765128944-834,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Sandales Alexandre MC Queen"",""5 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_5607540_uploaded_image1_1762380090.jpg"""
"1765128944-835,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets New Balance"",""16 900CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5604084_uploaded_image1_1762212669.jpg"""
"1765128944-836,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets TN"",""16 900CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5604077_uploaded_image1_1762212426.jpg"""
"1765128944-837,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Baskets New Balance"",""16 900CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5604075_uploaded_image1_1762212336.jpg"""
"1765128944-838,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Chaussures hommes"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5603314_uploaded_image1_1762181979.jpg"""
