"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765128132-748,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Ensemble  pour homme"",""15 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5402965_uploaded_image1_1751479836.jpg"""
"1765128132-749,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Chaussures homme"",""2 500CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5446085_uploaded_image1_1753712713.jpg"""
"1765128132-750,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Tee-shirts"",""15 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5439394_uploaded_image1_1753370451.jpg"""
"1765128132-751,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Pantalon kakis et chemise"",""15 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5438939_uploaded_image1_1753357818.jpg"""
"1765128132-752,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Pantalon Kaki"",""5 000CFA"",""Keur Massar, Sénégal"",""https://images.coinafrique.com/thumb_5438593_uploaded_image1_1753346732.jpg"""
"1765128132-753,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Polo"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5435176_uploaded_image3_1753183801.jpeg"""
"1765128132-754,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Polo"",""6 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5435168_uploaded_image1_1753183652.jpg"""
"1765128132-755,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Ensemble homme"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5435162_uploaded_image1_1753183547.jpg"""
"1765128132-756,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Chemise pour homme"",""12 500CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5389835_uploaded_image1_1750768990.jpg"""
"1765128137-757,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Emsemble"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5636850_uploaded_image1_1763913590.jpg"""
"1765128137-758,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Jacket en jeans"",""12 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5657793_uploaded_image1_1764952502.jpg"""
"1765128137-759,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensemble homme"",""15 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5640578_uploaded_image1_1764085646.jpg"""
"1765128137-760,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Djalabeh"",""10 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5657723_uploaded_image1_1764949964.jpg"""
"1765128137-761,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Djalabeh"",""12 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5657721_uploaded_image1_1764949913.jpg"""
"1765128137-762,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Caleçons"",""1 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5657705_uploaded_image1_1764949059.jpg"""
"1765128137-763,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Chemise"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5657708_uploaded_image1_1764949263.jpg"""
"1765128137-764,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Pantalon kaki"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5657707_uploaded_image1_1764949208.jpg"""
"1765128137-765,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Pull-over"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5657710_uploaded_image1_1764949465.jpg"""
"1765128137-766,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Jacket"",""14 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5657709_uploaded_image1_1764949418.jpg"""
"1765128137-767,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Gilet"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5657703_uploaded_image1_1764948943.jpg"""
"1765128137-768,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Blouson longue manche"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5635318_uploaded_image1_1763821463.jpg"""
"1765128137-769,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Collants Nike"",""4 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5635312_uploaded_image1_1763821085.jpg"""
"1765128137-770,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Blouson"",""9 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5635309_uploaded_image1_1763820983.jpg"""
"1765128137-771,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensemble longue manche"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5635299_uploaded_image1_1763820328.jpg"""
"1765128137-772,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Blouson"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5657571_uploaded_image1_1764942132.jpg"""
"1765128137-773,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensemble homme"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5657576_uploaded_image1_1764942384.jpg"""
"1765128137-774,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensemble coton"",""7 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5635259_uploaded_image1_1763818705.jpg"""
"1765128137-775,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensemble longue manche"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5635224_uploaded_image1_1763816701.jpg"""
"1765128137-776,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Pull"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5635943_uploaded_image1_1763859233.jpg"""
"1765128137-777,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""T-shirt unique en coton"",""3 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5658191_uploaded_image1_1764973421.jpg"""
"1765128137-778,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensemble femme"",""15 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5624977_uploaded_image1_1763325894.jpg"""
"1765128137-779,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Emsemble 100? coton"",""15 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5624968_uploaded_image1_1763325481.jpg"""
"1765128137-780,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Djialab coton"",""25 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5648803_uploaded_image1_1764526181.jpg"""
"1765128137-781,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Polo manches courtes"",""6 000CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5656710_uploaded_image1_1764890772.jpg"""
"1765128137-782,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Costume wax homme"",""Prix sur demande"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5655663_uploaded_image1_1764851829.jpg"""
"1765128137-783,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Polos homme"",""2 800CFA"",""Point E, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5655261_uploaded_image1_1764838352.jpg"""
"1765128137-784,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensembles blouson"",""25 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5653962_uploaded_image1_1764767662.jpg"""
"1765128137-785,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Blouson"",""25 000CFA"",""Medina, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5652008_uploaded_image1_1764676040.jpg"""
"1765128137-786,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensemble courte manche homme"",""9 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5648700_uploaded_image1_1764522517.jpg"""
"1765128137-787,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Jeans homme"",""15 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5647708_uploaded_image1_1764461524.jpg"""
"1765128137-788,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Jeans homme"",""15 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5647705_uploaded_image1_1764461139.jpg"""
"1765128137-789,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Vêtements homme"",""10 000CFA"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5640522_uploaded_image1_1764084134.jpg"""
"1765128137-790,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Jackets homme"",""12 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5636688_uploaded_image1_1763904711.jpg"""
"1765128137-791,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Costume africaine"",""30 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5635768_uploaded_image1_1763846355.jpg"""
"1765128137-792,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensemble short"",""5 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5588150_uploaded_image1_1761247547.jpg"""
"1765128137-793,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensemble chemise"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5588146_uploaded_image1_1761247172.jpg"""
"1765128137-794,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Costume homme"",""45 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5630909_uploaded_image1_1763595205.jpg"""
"1765128137-795,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Abaya"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5627764_uploaded_image1_1763467688.jpg"""
"1765128137-796,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Abaya Vip"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5627758_uploaded_image1_1763467598.jpg"""
"1765128137-797,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""T-shirts"",""4 000CFA"",""Medina, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5624792_uploaded_image1_1763314250.jpg"""
"1765128137-798,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Chemise homme"",""8 500CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5621540_uploaded_image1_1763113503.jpg"""
"1765128137-799,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Vêtements homme"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5621021_uploaded_image1_1763072074.jpg"""
"1765128137-800,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Abaya homme"",""4 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5616609_uploaded_image1_1762875617.jpg"""
"1765128137-801,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Pantalon en coton"",""6 000CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5612990_uploaded_image1_1762697373.jpg"""
"1765128137-802,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Short homme"",""4 500CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5612987_uploaded_image1_1762697248.jpg"""
"1765128137-803,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Packs 12 caleçons"",""12 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5608926_uploaded_image1_1762442310.jpg"""
"1765128137-804,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Costume pour homme"",""Prix sur demande"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5606247_uploaded_image1_1762334546.jpg"""
"1765128137-805,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Pantalon homme"",""9 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5605460_uploaded_image1_1762280079.jpg"""
"1765128137-806,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Tee-shirts"",""3 500CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5605452_uploaded_image1_1762279838.jpg"""
"1765128137-807,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Abaya homme bleu ciel"",""20 000CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5604148_uploaded_image1_1762219990.jpg"""
"1765128137-808,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Fripperie - Vintage Milano"",""Prix sur demande"",""Hann Bel-Air, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5599288_uploaded_image2_1761942499.jpeg"""
"1765128137-809,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""T-shirts en coton"",""5 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5595880_uploaded_image1_1761763593.jpg"""
"1765128137-810,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Polo en coton"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5554258_uploaded_image1_1759400484.jpg"""
"1765128137-811,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Djalabeh"",""10 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5577770_uploaded_image1_1760656538.jpg"""
"1765128137-812,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Polo homme"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5563761_uploaded_image1_1759876759.jpg"""
"1765128137-813,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Pantalon kaki"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5563760_uploaded_image1_1759876646.jpg"""
"1765128137-814,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensemble kaki + polo"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5563767_uploaded_image1_1759876864.jpg"""
"1765128137-815,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Jeans"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5568602_uploaded_image1_1760134872.jpg"""
"1765128137-816,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""T-shirt"",""3 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5568202_uploaded_image1_1760117937.jpg"""
"1765128137-817,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Pantalon bas large"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5567797_uploaded_image1_1760099504.jpg"""
"1765128137-818,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensemble en lin"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5571613_uploaded_image1_1760357230.jpg"""
"1765128137-819,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensemble homme"",""12 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5551999_uploaded_image1_1759307137.jpg"""
"1765128137-820,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Pantalon bas large"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5550768_uploaded_image1_1759250295.jpg"""
"1765128137-821,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""T-shirt Lacoste"",""5 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5584603_uploaded_image1_1761052072.jpg"""
"1765128137-822,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Ensemble short"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5569824_uploaded_image1_1760223295.jpg"""
"1765128137-823,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""T-shirts 100% coton"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5555673_uploaded_image1_1759439295.jpg"""
"1765128137-824,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Caleçons"",""1 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5549020_uploaded_image1_1759172798.jpg"""
"1765128137-825,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Pantalon bas large"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5549025_uploaded_image1_1759172921.jpg"""
"1765128137-826,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""T-shirts unique 100% coton"",""3 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5549028_uploaded_image1_1759173041.jpg"""
"1765128137-827,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Short jeans"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5549017_uploaded_image1_1759172693.jpg"""
"1765128137-828,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Jeans"",""9 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548983_uploaded_image1_1759170801.jpg"""
"1765128137-829,""https://sn.coinafrique.com/categorie/vetements-homme?page=1"",""Short"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548982_uploaded_image1_1759170753.jpg"""
